uniprot	ec_number	refseq	kegg	patric
Q18A70_CLOD6	3.6.3.-	WP_009895911.1;YP_001087351.1	cdf:CD630_08770;pdc:CDIF630_00997	272563.120.peg.901
Q18A68_CLOD6	3.6.3.-	WP_003437183.1;YP_001087348.1	cdf:CD630_08740;pdc:CDIF630_00994	272563.120.peg.898
Q18A62_CLOD6	3.6.3.-	WP_009888694.1;YP_001087345.1	cdf:CD630_08710;pdc:CDIF630_00991	272563.120.peg.895
Q189Y0_CLOD6	3.6.3.-	WP_009902156.1;YP_001087262.1	cdf:CD630_07850;pdc:CDIF630_00904	272563.120.peg.808
Q189V0_CLOD6	3.6.3.-	WP_011860947.1;YP_001087229.1	cdf:CD630_07520;pdc:CDIF630_00870	272563.120.peg.774
Q189K8_CLOD6	3.6.3.-	WP_011860908.1;YP_001087143.2	cdf:CD630_06670;pdc:CDIF630_00782	272563.120.peg.686
Q189J8_CLOD6	3.6.3.-	WP_011860900.1;YP_001087128.1	cdf:CD630_06530;pdc:CDIF630_00765	272563.120.peg.669
Q189F5_CLOD6	3.6.3.-	WP_009895631.1;YP_001087088.2	cdf:CD630_06130;pdc:CDIF630_00725	272563.120.peg.625
Q188S6_CLOD6	3.6.3.-	WP_009895525.1;YP_001086958.1	cdf:CD630_04840;pdc:CDIF630_00612	272563.120.peg.509
Q188Q2_CLOD6	3.6.3.-	WP_009888282.1;YP_001086932.1	cdf:CD630_04590;pdc:CDIF630_00587	272563.120.peg.484
Q188Q0_CLOD6	3.6.3.-	WP_011860819.1;YP_001086929.1	cdf:CD630_04560;pdc:CDIF630_00584	272563.120.peg.481
Q188L7_CLOD6	3.6.3.-	WP_011860798.1;YP_001086899.1	cdf:CD630_04310;pdc:CDIF630_00559	272563.120.peg.451
Q18DA4_CLOD6	3.6.3.-	WP_011860754.1;YP_001086833.1	cdf:CD630_03660;pdc:CDIF630_00493	272563.120.peg.386
Q181M4_CLOD6	3.6.3.-	WP_003435768.1;YP_001090146.1	cdf:CD630_36230;pdc:CDIF630_03946	272563.120.peg.3830
Q181L0_CLOD6	3.6.3.-	WP_003429190.1;YP_001090133.1	cdf:CD630_36080;pdc:CDIF630_03931	272563.120.peg.3815
Q181I7_CLOD6	3.6.3.-	WP_003426034.1;YP_001090109.1	cdf:CD630_35850;pdc:CDIF630_03906	272563.120.peg.3789
Q181D3_CLOD6	3.6.3.-	WP_003435860.1;YP_001090055.1	cdf:CD630_35340;pdc:CDIF630_03848	272563.120.peg.3735
Q181D2_CLOD6	3.6.3.-	WP_009892101.1;YP_001090054.1	cdf:CD630_35330;pdc:CDIF630_03847	272563.120.peg.3734
Q181C9_CLOD6	3.6.3.-	WP_003435855.1;YP_001090051.1	cdf:CD630_35300;pdc:CDIF630_03844	272563.120.peg.3731
Q181C6_CLOD6	3.6.3.-	WP_011861991.1;YP_001090048.1	cdf:CD630_35270;pdc:CDIF630_03841	272563.120.peg.3728
Q180R5_CLOD6	3.6.3.-	WP_003436292.1;YP_001089937.1	cdf:CD630_34170;pdc:CDIF630_03722	272563.120.peg.3611
Q180K9_CLOD6	3.6.3.-	WP_011861934.1;YP_001089881.1	cdf:CD630_33640;pdc:CDIF630_03664	272563.120.peg.3553
Q18D75_CLOD6	3.6.3.-	WP_011860736.1;YP_001086805.1	cdf:CD630_03360;pdc:CDIF630_00464	272563.120.peg.355
Q180K4_CLOD6	3.6.3.-	WP_011861929.1;YP_001089876.1	cdf:CD630_33590;pdc:CDIF630_03659	272563.120.peg.3548
Q17ZW1_CLOD6	3.6.3.-	WP_011861883.1;YP_001089733.1	cdf:CD630_32170;pdc:CDIF630_03511	272563.120.peg.3397
Q17ZV9_CLOD6	3.6.3.-	WP_003438780.1;YP_001089731.1	cdf:CD630_32150;pdc:CDIF630_03509	272563.120.peg.3394
Q17ZU4_CLOD6	3.6.3.-	WP_011861875.1;YP_001089717.1	cdf:CD630_32010;pdc:CDIF630_03493	272563.120.peg.3378
Q185A0_CLOD6	3.6.3.-	WP_003433732.1;YP_001089678.1	cdf:CD630_31620;pdc:CDIF630_03453	272563.120.peg.3335
Q184P3_CLOD6	3.6.3.-	WP_003431374.1;YP_001089570.1	cdf:CD630_30560;pdc:CDIF630_03339	272563.120.peg.3221
Q18D42_CLOD6	3.6.3.-	WP_011860721.1;YP_001086770.1	cdf:CD630_03010;pdc:CDIF630_00426	272563.120.peg.320
Q184I7_CLOD6	3.6.3.-	WP_003439823.1;YP_001089515.1	cdf:CD630_29970;pdc:CDIF630_03281	272563.120.peg.3164
Q184I0_CLOD6	3.6.3.-	WP_011861776.1;YP_001089508.1	cdf:CD630_29900;pdc:CDIF630_03274	272563.120.peg.3157
Q184H5_CLOD6	3.6.3.-	WP_003439795.1;YP_001089503.1	cdf:CD630_29850;pdc:CDIF630_03269	272563.120.peg.3152
Q183W2_CLOD6	3.6.3.-	WP_011861723.1;YP_001089388.1	cdf:CD630_28750;pdc:CDIF630_03143	272563.120.peg.3027
Q183Q4_CLOD6	3.6.3.-	WP_009897981.1;YP_001089331.2	cdf:CD630_28180;pdc:CDIF630_03083	272563.120.peg.2968
Q183Q0_CLOD6	3.6.3.-	WP_003426617.1;YP_001089330.1	cdf:CD630_28170;pdc:CDIF630_03082	272563.120.peg.2967
Q182T3_CLOD6	3.6.3.-	WP_011861613.1;YP_001089110.1	cdf:CD630_25930;pdc:CDIF630_02847	272563.120.peg.2735
Q182M1_CLOD6	3.6.3.-	WP_004454838.1;YP_001089048.1	cdf:CD630_25340;pdc:CDIF630_02786	272563.120.peg.2674
Q182E3_CLOD6	3.6.3.-	WP_011861561.1;YP_001088970.1	cdf:CD630_24560;pdc:CDIF630_02702	272563.120.peg.2594
Q185N2_CLOD6	3.6.3.-	WP_003430772.1;YP_001088874.2	cdf:CD630_23610;pdc:CDIF630_02601	272563.120.peg.2493
Q185I7_CLOD6	3.6.3.-	WP_011861522.1;YP_001088828.1	cdf:CD630_23130;pdc:CDIF630_02551	272563.120.peg.2444
Q186A1_CLOD6	3.6.3.-	WP_003433859.1;YP_001088725.1	cdf:CD630_22110;pdc:CDIF630_02444	272563.120.peg.2334
Q185Z8_CLOD6	3.6.3.-	WP_003433862.1;YP_001088724.1	cdf:CD630_22100;pdc:CDIF630_02443	272563.120.peg.2333
Q185W1_CLOD6	3.6.3.-	WP_003433939.1;YP_001088685.1	cdf:CD630_21720;pdc:CDIF630_02404	272563.120.peg.2294
Q188H3_CLOD6	3.6.3.-	WP_003434049.1;YP_001088619.1	cdf:CD630_21050;pdc:CDIF630_02329	272563.120.peg.2220
Q188D7_CLOD6	3.6.3.-	WP_003429004.1;YP_001088582.1	cdf:CD630_20680;pdc:CDIF630_02291	272563.120.peg.2182
Q187S0_CLOD6	3.6.3.-	WP_011861403.1;YP_001088467.1	cdf:CD630_19610;pdc:CDIF630_02166	272563.120.peg.2058
Q187R6_CLOD6	3.6.3.-	WP_003435313.1;YP_001088461.1	cdf:CD630_19550;pdc:CDIF630_02160	272563.120.peg.2052
Q187Q7_CLOD6	3.6.3.-	WP_009897077.1;YP_001088453.2	cdf:CD630_19470;pdc:CDIF630_02152	272563.120.peg.2044
Q187K0_CLOD6	3.6.3.-	WP_011861379.1;YP_001088397.1	cdf:CD630_18890;pdc:CDIF630_02094	272563.120.peg.1986
Q187I8_CLOD6	3.6.3.-	WP_003426165.1;YP_001088383.1	cdf:CD630_18740;pdc:CDIF630_02077	272563.120.peg.1970
Q186Y5_CLOD6	3.6.3.-	WP_003423753.1;YP_001088282.1	cdf:CD630_17760;pdc:CDIF630_01974	272563.120.peg.1869
Q186W1_CLOD6	3.6.3.-	WP_004454385.1;YP_001088257.1	cdf:CD630_17530;pdc:CDIF630_01948	272563.120.peg.1843
Q186M6_CLOD6	3.6.3.-	WP_011861296.1;YP_001088171.1	cdf:CD630_16690;pdc:CDIF630_01854	272563.120.peg.1752
Q186K5_CLOD6	3.6.3.-	WP_009889549.1;YP_001088150.1	cdf:CD630_16490;pdc:CDIF630_01826	272563.120.peg.1727
Q186H3_CLOD6	3.6.3.-	WP_003436372.1;YP_001088119.1	cdf:CD630_16180;pdc:CDIF630_01794	272563.120.peg.1695
Q186G9_CLOD6	3.6.3.-	WP_009896767.1;YP_001088115.1	cdf:CD630_16140;pdc:CDIF630_01790	272563.120.peg.1691
Q186G2_CLOD6	3.6.3.-	WP_009893181.1;YP_001088108.1	cdf:CD630_16070;pdc:CDIF630_01783	272563.120.peg.1684
Q186F9_CLOD6	3.6.3.-	WP_009902652.1;YP_001088105.1	cdf:CD630_16040;pdc:CDIF630_01779	272563.120.peg.1680
Q186E2_CLOD6	3.6.3.-	WP_011861266.1;YP_001088088.1	cdf:CD630_15870;pdc:CDIF630_01759	272563.120.peg.1661
Q18C53_CLOD6	3.6.3.-	WP_003436725.1;YP_001088033.1	cdf:CD630_15320;pdc:CDIF630_01700	272563.120.peg.1605
Q18C48_CLOD6	3.6.3.-	WP_003436744.1;YP_001088029.1	cdf:CD630_15280;pdc:CDIF630_01696	272563.120.peg.1601
Q18C24_CLOD6	3.6.3.-	WP_003439347.1;YP_001088004.1	cdf:CD630_15040;pdc:CDIF630_01669	272563.120.peg.1573
Q18C02_CLOD6	3.6.3.-	WP_009893083.1;YP_001087984.1	cdf:CD630_14830;pdc:CDIF630_01647	272563.120.peg.1552
Q18BZ3_CLOD6	3.6.3.-	WP_011861230.1;YP_001087974.1	cdf:CD630_14730;pdc:CDIF630_01637	272563.120.peg.1542
Q18BZ2_CLOD6	3.6.3.-	WP_011861229.1;YP_001087973.1	cdf:CD630_14720;pdc:CDIF630_01636	272563.120.peg.1541
Q18BY7_CLOD6	3.6.3.-	WP_003438655.1;YP_001087967.1	cdf:CD630_14660;pdc:CDIF630_01630	272563.120.peg.1535
Q18BL2_CLOD6	3.6.3.-	WP_009896245.1;YP_001087845.1	cdf:CD630_13490;pdc:CDIF630_01505	272563.120.peg.1410
Q18BD2_CLOD6	3.6.3.-	WP_009902391.1;YP_001087762.1	cdf:CD630_12680;pdc:CDIF630_01421	272563.120.peg.1326
Q18AU9_CLOD6	3.6.3.-	WP_011861095.1;YP_001087580.1	cdf:CD630_10970;pdc:CDIF630_01240	272563.120.peg.1139
Q18AT8_CLOD6	3.6.3.-	WP_003438014.1;YP_001087568.1	cdf:CD630_10840;pdc:CDIF630_01228	272563.120.peg.1127
ECFA2_CLOD6	3.6.3.-	WP_003435657.1;YP_001086569.1	cdf:CD630_01010;pdc:CDIF630_00171	272563.120.peg.111
Q18AP8_CLOD6	3.6.3.-	WP_009896018.1;YP_001087531.1	cdf:CD630_10500;pdc:CDIF630_01190	272563.120.peg.1090
Q18AL8_CLOD6	3.6.3.-	WP_011861068.1;YP_001087499.1	cdf:CD630_10180;pdc:CDIF630_01154	272563.120.peg.1058
Q18AL5_CLOD6	3.6.3.-	WP_011861067.1;YP_001087498.1	cdf:CD630_10170;pdc:CDIF630_01153	272563.120.peg.1057
Q18AK4_CLOD6	3.6.3.-	WP_003437066.1;YP_001087482.1	cdf:CD630_10010;pdc:CDIF630_01137	272563.120.peg.1040
Q180R2_CLOD6	3.6.1.9	WP_011861962.1;YP_001089933.1	cdf:CD630_34130;pdc:CDIF630_03718	272563.120.peg.3607
NTPPA_CLOD6	3.6.1.9	WP_003428485.1;YP_001087635.1	cdf:CD630_11430;pdc:CDIF630_01290	272563.120.peg.1192
Q180F2_CLOD6	3.6.1.66;_2.7.7.56	WP_003435607.1;YP_001089824.1	cdf:CD630_33080;pdc:CDIF630_03609	272563.120.peg.3493
SP4A_CLOD6	3.6.1.3	WP_004454943.1;YP_001089140.2	cdf:CD630_26290;pdc:CDIF630_02883	272563.120.peg.2772
UPPP2_CLOD6	3.6.1.27	WP_011861775.1;YP_001089504.1	cdf:CD630_29860	272563.8.peg.3130
UPPP1_CLOD6	3.6.1.27	WP_009905410.1;YP_001087828.1	cdf:CD630_13320;pdc:CDIF630_01488	272563.120.peg.1392
DUT_CLOD6	3.6.1.23	WP_004454700.1;YP_001088915.1	cdf:CD630_24030;pdc:CDIF630_02645	272563.120.peg.2537
Q18B82_CLOD6	3.6.1.13	WP_003428379.1;YP_001087713.1	cdf:CD630_12200;pdc:CDIF630_01369	272563.120.peg.1271
Q18D73_CLOD6	3.6.1.1	WP_003434813.1;YP_001086802.1	cdf:CD630_03330;pdc:CDIF630_00461	272563.120.peg.352
Q180L2_CLOD6	3.6.1.-	WP_011861937.1;YP_001089885.1	cdf:CD630_33680	272563.8.peg.3526
Q180Z0_CLOD6	3.6.1.-	WP_009894028.1;YP_001090012.1	cdf:CD630_34910;pdc:CDIF630_03804	272563.120.peg.3691
Q182R5_CLOD6	3.6.1.-	WP_009893669.1;YP_001089092.1	cdf:CD630_25760;pdc:CDIF630_02829	272563.120.peg.2717
Q186Q8_CLOD6	3.6.1.-	WP_011861310.1;YP_001088204.1	cdf:CD630_17010;pdc:CDIF630_01887	272563.120.peg.1784
MNME_CLOD6	3.6.-.-	WP_009898860.1;YP_001090200.1	cdf:CD630_36760;pdc:CDIF630_04006	272563.120.peg.3888
NAGB_CLOD6	3.5.99.6	WP_003437039.1;YP_001087492.1	cdf:CD630_10110;pdc:CDIF630_01147	272563.120.peg.1050
Q183S8_CLOD6	3.5.5.1	WP_003436788.1;YP_001089355.1	cdf:CD630_28420;pdc:CDIF630_03109	272563.120.peg.2994
Q189R9_CLOD6	3.5.4.9	WP_003432265.1;YP_001087196.1	cdf:CD630_07190;pdc:CDIF630_00835	272563.120.peg.740
Q182C5_CLOD6	3.5.4.5	WP_009890647.1;YP_001088951.1	cdf:CD630_24380;pdc:CDIF630_02682	272563.120.peg.2574
Q186V5_CLOD6	3.5.4.4	WP_004454392.1;YP_001088251.1	cdf:CD630_17470;pdc:CDIF630_01941	272563.120.peg.1836
Q18CA0_CLOD6	3.5.4.33	WP_003421624.1;YP_001086478.1	cdf:CD630_00150;pdc:CDIF630_00025	272563.120.peg.15
Q186L8_CLOD6	3.5.4.3	WP_009896806.1;YP_001088165.1	cdf:CD630_16630;pdc:CDIF630_01844	272563.120.peg.1741
Q188F8_CLOD6	3.5.4.28	WP_009897237.1;YP_001088603.2	cdf:CD630_20890;pdc:CDIF630_02312	272563.120.peg.2203
Q188E5_CLOD6	3.5.4.28	WP_009897229.1;YP_001088592.1	cdf:CD630_20780;pdc:CDIF630_02301	272563.120.peg.2192
Q186Q7_CLOD6	3.5.4.26;_1.1.1.193	WP_009896839.1;YP_001088203.1	cdf:CD630_17000;pdc:CDIF630_01885	272563.120.peg.1783
Q18C73_CLOD6	3.5.4.19;_3.6.1.31	WP_011861249.1;YP_001088055.1	cdf:CD630_15540;pdc:CDIF630_01723	272563.120.peg.1628
GCH1_CLOD6	3.5.4.16	WP_003429416.1;YP_001087950.1	cdf:CD630_14490;pdc:CDIF630_01613	272563.120.peg.1518
Q180X5_CLOD6	3.5.4.12	WP_003421374.1;YP_001089997.1	cdf:CD630_34770;pdc:CDIF630_03788	272563.120.peg.3674
Q187L0_CLOD6	3.5.4.12	WP_009889849.1;YP_001088406.1	cdf:CD630_18990;pdc:CDIF630_02104	272563.120.peg.1996
Q18A84_CLOD6	3.5.3.11	WP_009888724.1;YP_001087365.1	cdf:CD630_08910;pdc:CDIF630_01011	272563.120.peg.915
PXPA_CLOD6	3.5.2.9	WP_009896287.1;YP_001087884.1	cdf:CD630_13840;pdc:CDIF630_01544	272563.120.peg.1449
Q188Q3_CLOD6	3.5.2.6	WP_011860820.1;YP_001086931.1	cdf:CD630_04580	272563.8.peg.482
Q188R3_CLOD6	3.5.2.6	WP_011860827.1;YP_001086943.1	cdf:CD630_04700;pdc:CDIF630_00598	272563.120.peg.495
Q181P4_CLOD6	3.5.2.3	WP_009903845.1;YP_001090167.1	cdf:CD630_36430;pdc:CDIF630_03967	272563.120.peg.3853
PYRC_CLOD6	3.5.2.3	WP_011861243.1;YP_001088027.1	cdf:CD630_15260;pdc:CDIF630_01694	272563.120.peg.1599
Q181U3_CLOD6	3.5.2.2	WP_009891590.1;YP_001089695.1	cdf:CD630_31780;pdc:CDIF630_03470	272563.120.peg.3353
Q188F0_CLOD6	3.5.2.2	WP_011861449.1;YP_001088597.1	cdf:CD630_20830;pdc:CDIF630_02306	272563.120.peg.2197
Q184T1_CLOD6	3.5.1.94	WP_011861815.1;YP_001089607.2	cdf:CD630_30930;pdc:CDIF630_03376	272563.120.peg.3259
Q182S4_CLOD6	3.5.1.88	WP_003431159.1;YP_001089101.1	cdf:CD630_25850;pdc:CDIF630_02838	272563.120.peg.2726
Q186W3_CLOD6	3.5.1.88	WP_003423696.1;YP_001088261.1	cdf:CD630_17560;pdc:CDIF630_01952	272563.120.peg.1847
Q187Z4_CLOD6	3.5.1.87	WP_011861431.1;YP_001088541.1	cdf:CD630_20270;pdc:CDIF630_02248	272563.120.peg.2138
Q181U6_CLOD6	3.5.1.81	WP_009893877.1;YP_001089699.1	cdf:CD630_31820;pdc:CDIF630_03474	272563.120.peg.3357
Q183U7_CLOD6	3.5.1.81	WP_011861717.1;YP_001089372.1	cdf:CD630_28590;pdc:CDIF630_03127	272563.120.peg.3011
Q188X7_CLOD6	3.5.1.44	WP_003425085.1;YP_001087011.1	cdf:CD630_05350;pdc:CDIF630_00648	272563.120.peg.544
Q183L9_CLOD6	3.5.1.28	WP_011861677.1;YP_001089297.1	cdf:CD630_27840	272563.8.peg.2911
Q183J9_CLOD6	3.5.1.28	WP_011861670.1;YP_001089274.1	cdf:CD630_27610	272563.8.peg.2888
Q18CJ4_CLOD6	3.5.1.28	WP_011860636.1;YP_001086574.1	cdf:CD630_01060	272563.8.peg.121
Q18AN8_CLOD6	3.5.1.28	WP_011861076.1;YP_001087517.2	cdf:CD630_10360;pdc:CDIF630_01176	272563.120.peg.1076
Q18AN5_CLOD6	3.5.1.28	WP_011861075.1;YP_001087516.2	cdf:CD630_10350;pdc:CDIF630_01175	272563.120.peg.1075
Q18CM5_CLOD6	3.5.1.26	WP_009895213.1;YP_001086608.1	cdf:CD630_01390;pdc:CDIF630_00256	272563.120.peg.151
Q180V0_CLOD6	3.5.1.25	WP_009903776.1;YP_001089973.1	cdf:CD630_34530;pdc:CDIF630_03764	272563.120.peg.3649
Q18AL1_CLOD6	3.5.1.25	WP_011861065.1;YP_001087491.2	cdf:CD630_10100;pdc:CDIF630_01146	272563.120.peg.1049
GLSA_CLOD6	3.5.1.2	WP_003417962.1;YP_001087034.1	cdf:CD630_05580;pdc:CDIF630_00671	272563.120.peg.568
Q18D47_CLOD6	3.5.1.16	WP_011860723.1;YP_001086772.1	cdf:CD630_03030;pdc:CDIF630_00428	272563.120.peg.322
Q182K2_CLOD6	3.5.1.1	WP_003431031.1;YP_001089029.1	cdf:CD630_25160;pdc:CDIF630_02765	272563.120.peg.2655
Q189Y1_CLOD6	3.5.1.-	WP_011860957.1;YP_001087261.1	cdf:CD630_07840;pdc:CDIF630_00902	272563.8.peg.821
Q18BR9_CLOD6	3.5.1.-	WP_011861197.1;YP_001087897.1	cdf:CD630_13980	272563.8.peg.1469
Q18A44_CLOD6	3.5.1.-	WP_004453606.1;YP_001087326.1	cdf:CD630_08490;pdc:CDIF630_00968	272563.120.peg.872
Q180A0_CLOD6	3.5.1.-	WP_003432345.1;YP_001089773.1	cdf:CD630_32570;pdc:CDIF630_03555	272563.120.peg.3441
Q17ZW3_CLOD6	3.5.1.-	WP_009891676.1;YP_001089738.1	cdf:CD630_32210;pdc:CDIF630_03516	272563.120.peg.3402
Q184U9_CLOD6	3.5.1.-	WP_011861827.1;YP_001089626.1	cdf:CD630_31120;pdc:CDIF630_03396	272563.120.peg.3279
Q18D45_CLOD6	3.5.1.-	WP_011860725.1;YP_001086774.1	cdf:CD630_03050;pdc:CDIF630_00430	272563.120.peg.324
Q18D33_CLOD6	3.5.1.-	WP_003435936.1;YP_001086760.1	cdf:CD630_02910;pdc:CDIF630_00415	272563.120.peg.309
Q183S1_CLOD6	3.5.1.-	WP_003436121.1;YP_001089349.1	cdf:CD630_28360;pdc:CDIF630_03103	272563.120.peg.2988
Q183D2_CLOD6	3.5.1.-	WP_011861648.1;YP_001089208.1	cdf:CD630_26970;pdc:CDIF630_02953	272563.120.peg.2841
Q185W0_CLOD6	3.5.1.-	WP_009897326.1;YP_001088686.2	cdf:CD630_21730;pdc:CDIF630_02405	272563.120.peg.2295
Q18CQ8_CLOD6	3.5.1.-	WP_011860656.1;YP_001086635.1	cdf:CD630_01660;pdc:CDIF630_00287	272563.120.peg.181
Q18BV2_CLOD6	3.5.1.-	WP_003438596.1;YP_001087931.1	cdf:CD630_14300;pdc:CDIF630_01594	272563.120.peg.1499
Q18AU1_CLOD6	3.5.1.-	WP_011861090.1;YP_001087570.2	cdf:CD630_10860;pdc:CDIF630_01230	272563.120.peg.1129
Q183D9_CLOD6	3.5.-.-	WP_004455014.1;YP_001089216.1	cdf:CD630_27050;pdc:CDIF630_02962	272563.120.peg.2849
PPEP1_CLOD6	3.4.24.89	WP_011861706.1;YP_001089343.1	cdf:CD630_28300;pdc:CDIF630_03094	272563.120.peg.2981
Q182F6_CLOD6	3.4.24.78	WP_003430954.1;YP_001088984.1	cdf:CD630_24700;pdc:CDIF630_02716	272563.120.peg.2609
Q181G0_CLOD6	3.4.24.-	WP_003422216.1;YP_001090082.1	cdf:CD630_35590	272563.8.peg.3729
Q189M8_CLOD6	3.4.24.-	WP_003439135.1;YP_001087160.1	cdf:CD630_06840;pdc:CDIF630_00797	272563.120.peg.702
Q185R9_CLOD6	3.4.24.-	WP_003430605.1;YP_001088643.1	cdf:CD630_21290;pdc:CDIF630_02360	272563.120.peg.2249
Q187D7_CLOD6	3.4.24.-	WP_003428619.1;YP_001088333.1	cdf:CD630_18280;pdc:CDIF630_02030	272563.120.peg.1923
LSPA_CLOD6	3.4.23.36	WP_004454916.1;YP_001089114.1	cdf:CD630_25970;pdc:CDIF630_02851	272563.120.peg.2739
Q182X8_CLOD6	3.4.23.-	WP_011861622.1;YP_001089155.1	cdf:CD630_26440;pdc:CDIF630_02898	272563.120.peg.2787
Q183M1_CLOD6	3.4.22.15	WP_011861680.1;YP_001089300.1	cdf:CD630_27870;pdc:CDIF630_03050	272563.120.peg.2935
Q180J6_CLOD6	3.4.21.92	WP_003436212.1;YP_001089868.1	cdf:CD630_33510;pdc:CDIF630_03651	272563.120.peg.3539
Q180F0_CLOD6	3.4.21.92	WP_003417102.1;YP_001089821.1	cdf:CD630_33050;pdc:CDIF630_03606	272563.120.peg.3490
Q188Z8_CLOD6	3.4.21.89	WP_003425129.1;YP_001087031.1	cdf:CD630_05550;pdc:CDIF630_00668	272563.120.peg.565
Q188Z9_CLOD6	3.4.21.89	WP_003425127.1;YP_001087030.1	cdf:CD630_05540;pdc:CDIF630_00667	272563.120.peg.564
Q18BJ6_CLOD6	3.4.21.89	WP_011861178.1;YP_001087827.1	cdf:CD630_13310;pdc:CDIF630_01487	272563.120.peg.1391
LEXA_CLOD6	3.4.21.88	WP_009897067.1;YP_001088437.2	cdf:CD630_19310;pdc:CDIF630_02135	272563.120.peg.2027
Q189A7_CLOD6	3.4.21.53	WP_003438993.1;YP_001087040.1	cdf:CD630_05640;pdc:CDIF630_00677	272563.120.peg.574
LON_CLOD6	3.4.21.53	WP_003435613.1;YP_001089817.2	cdf:CD630_33010;pdc:CDIF630_03602	272563.120.peg.3486
Q18B75_CLOD6	3.4.21.116	WP_003438145.1;YP_001087706.1	cdf:CD630_12130;pdc:CDIF630_01362	272563.120.peg.1264
Q180V3_CLOD6	3.4.21.102	WP_003437815.1;YP_001089975.1	cdf:CD630_34550	272563.8.peg.3620
Q187W2_CLOD6	3.4.21.-	WP_011861421.1;YP_001088508.1	cdf:CD630_20000	272563.8.peg.2105
Q180C8_CLOD6	3.4.21.-	WP_003435637.1;YP_001089800.1	cdf:CD630_32840;pdc:CDIF630_03584	272563.120.peg.3469
PCP_CLOD6	3.4.19.3	WP_011861300.1;YP_001088178.1	cdf:CD630_16760;pdc:CDIF630_01861	272563.120.peg.1759
Q18BR8_CLOD6	3.4.17.13	WP_009896305.1;YP_001087898.1	cdf:CD630_13990;pdc:CDIF630_01559	272563.120.peg.1465
Q183Q5_CLOD6	3.4.17.11	WP_011861703.1;YP_001089335.1	cdf:CD630_28220;pdc:CDIF630_03087	272563.120.peg.2973
Q185T0_CLOD6	3.4.16.4	WP_011861467.1;YP_001088655.1	cdf:CD630_21410	272563.8.peg.2254
Q188W3_CLOD6	3.4.16.4	WP_009895546.1;YP_001086993.2	cdf:CD630_05150;pdc:CDIF630_00627	272563.120.peg.523
Q181K3_CLOD6	3.4.16.4	WP_003435804.1;YP_001090125.1	cdf:CD630_36010;pdc:CDIF630_03923	272563.120.peg.3807
Q182J0_CLOD6	3.4.16.4	WP_004454801.1;YP_001089017.1	cdf:CD630_25040;pdc:CDIF630_02753	272563.120.peg.2643
Q182I4_CLOD6	3.4.16.4	WP_004454794.1;YP_001089011.1	cdf:CD630_24980;pdc:CDIF630_02745	272563.120.peg.2636
Q186I1_CLOD6	3.4.16.4	WP_003436406.1;YP_001088128.1	cdf:CD630_16270;pdc:CDIF630_01804	272563.120.peg.1705
Q18BF4_CLOD6	3.4.16.4	WP_003428267.1;YP_001087785.1	cdf:CD630_12910;pdc:CDIF630_01445	272563.120.peg.1349
Q182H3_CLOD6	3.4.13.9	WP_009897674.1;YP_001088999.1	cdf:CD630_24850;pdc:CDIF630_02732	272563.120.peg.2624
Q185M2_CLOD6	3.4.13.9	WP_004454650.1;YP_001088862.1	cdf:CD630_23470;pdc:CDIF630_02586	272563.120.peg.2478
Q189Q4_CLOD6	3.4.13.3	WP_003436882.1;YP_001087184.1	cdf:CD630_07080;pdc:CDIF630_00823	272563.120.peg.728
Q181H2_CLOD6	3.4.13.19	WP_003434938.1;YP_001090093.1	cdf:CD630_35700;pdc:CDIF630_03890	272563.120.peg.3773
Q186K2_CLOD6	3.4.13.19	WP_009889546.1;YP_001088147.1	cdf:CD630_16460;pdc:CDIF630_01823	272563.120.peg.1724
Q182U6_CLOD6	3.4.11.9	WP_003426912.1;YP_001089124.1	cdf:CD630_26130;pdc:CDIF630_02866	272563.120.peg.2756
Q185U0_CLOD6	3.4.11.7	WP_003433978.1;YP_001088665.1	cdf:CD630_21520;pdc:CDIF630_02383	272563.120.peg.2272
Q187V8_CLOD6	3.4.11.5	WP_011861419.1;YP_001088505.1	cdf:CD630_19970	272563.8.peg.2100
PIP_CLOD6	3.4.11.5	WP_003439900.1;YP_001089556.1	cdf:CD630_30410;pdc:CDIF630_03325	272563.120.peg.3207
Q18AP6_CLOD6	3.4.11.4	WP_003437954.1;YP_001087527.1	cdf:CD630_10460;pdc:CDIF630_01186	272563.120.peg.1086
Q186F1_CLOD6	3.4.11.18	WP_003430012.1;YP_001088097.1	cdf:CD630_15960;pdc:CDIF630_01770	272563.120.peg.1672
